Latitude,Longitude,Date,MODIS_Tile,MCD15A3H_006_Line_Y_500m,MCD15A3H_006_Sample_X_500m,MCD15A3H_006_FparExtra_QC,MCD15A3H_006_LaiStdDev_500m,MCD15A3H_006_Lai_500m,MCD15A3H_006_FparLai_QC,MCD15A3H_006_FparLai_QC_bitmask,MCD15A3H_006_FparLai_QC_MODLAND,MCD15A3H_006_FparLai_QC_MODLAND_Description,MCD15A3H_006_FparLai_QC_Sensor,MCD15A3H_006_FparLai_QC_Sensor_Description,MCD15A3H_006_FparLai_QC_DeadDetector,MCD15A3H_006_FparLai_QC_DeadDetector_Description,MCD15A3H_006_FparLai_QC_CloudState,MCD15A3H_006_FparLai_QC_CloudState_Description,MCD15A3H_006_FparLai_QC_SCF_QC,MCD15A3H_006_FparLai_QC_SCF_QC_Description
47.656329,16.45397,2006-10-24,h19v04,562.0,259.0,0.0,0.30000001192092896,1.399999976158142,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2006-10-28,h19v04,562.0,259.0,0.0,0.30000001192092896,1.2000000476837158,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2006-11-01,h19v04,562.0,259.0,72.0,248.0,7.0,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2006-11-05,h19v04,562.0,259.0,0.0,0.30000001192092896,1.0,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2006-11-09,h19v04,562.0,259.0,0.0,0.10000000149011612,0.699999988079071,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2006-11-13,h19v04,562.0,259.0,0.0,0.10000000149011612,0.699999988079071,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2006-11-17,h19v04,562.0,259.0,8.0,0.10000000149011612,0.699999988079071,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2006-11-21,h19v04,562.0,259.0,0.0,0.10000000149011612,0.6000000238418579,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2006-11-25,h19v04,562.0,259.0,8.0,0.0,0.6000000238418579,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2006-11-29,h19v04,562.0,259.0,8.0,248.0,1.0,83.0,0b01010011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2006-12-03,h19v04,562.0,259.0,0.0,248.0,1.0,65.0,0b01000001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2006-12-07,h19v04,562.0,259.0,72.0,248.0,5.599999904632568,67.0,0b01000011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2006-12-11,h19v04,562.0,259.0,8.0,248.0,1.2000000476837158,67.0,0b01000011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2006-12-15,h19v04,562.0,259.0,72.0,248.0,7.0,75.0,0b01001011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2006-12-19,h19v04,562.0,259.0,32.0,248.0,0.10000000149011612,73.0,0b01001001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2006-12-23,h19v04,562.0,259.0,8.0,248.0,0.800000011920929,75.0,0b01001011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2006-12-27,h19v04,562.0,259.0,8.0,248.0,1.399999976158142,67.0,0b01000011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2006-12-31,h19v04,562.0,259.0,72.0,248.0,5.900000095367432,67.0,0b01000011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2007-01-01,h19v04,562.0,259.0,72.0,248.0,5.900000095367432,67.0,0b01000011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2007-01-05,h19v04,562.0,259.0,32.0,248.0,1.3000000715255737,67.0,0b01000011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2007-01-09,h19v04,562.0,259.0,0.0,248.0,1.100000023841858,67.0,0b01000011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
47.656329,16.45397,2007-01-13,h19v04,562.0,259.0,0.0,0.0,0.6000000238418579,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-01-17,h19v04,562.0,259.0,32.0,0.10000000149011612,0.5,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-01-21,h19v04,562.0,259.0,72.0,0.0,0.10000000149011612,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-01-25,h19v04,562.0,259.0,0.0,0.10000000149011612,0.5,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-01-29,h19v04,562.0,259.0,0.0,0.20000000298023224,0.800000011920929,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-02-02,h19v04,562.0,259.0,72.0,0.10000000149011612,0.699999988079071,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-02-06,h19v04,562.0,259.0,48.0,0.10000000149011612,0.699999988079071,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-02-10,h19v04,562.0,259.0,8.0,0.10000000149011612,0.6000000238418579,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-02-14,h19v04,562.0,259.0,8.0,0.10000000149011612,0.699999988079071,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-02-18,h19v04,562.0,259.0,48.0,0.20000000298023224,0.30000001192092896,10.0,0b00001010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-02-22,h19v04,562.0,259.0,32.0,248.0,0.10000000149011612,107.0,0b01101011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-02-26,h19v04,562.0,259.0,48.0,248.0,0.0,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-03-02,h19v04,562.0,259.0,72.0,0.0,0.30000001192092896,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-03-06,h19v04,562.0,259.0,8.0,0.20000000298023224,0.6000000238418579,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-03-10,h19v04,562.0,259.0,0.0,0.10000000149011612,0.699999988079071,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-03-14,h19v04,562.0,259.0,8.0,0.10000000149011612,0.699999988079071,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-03-18,h19v04,562.0,259.0,32.0,248.0,0.0,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-03-22,h19v04,562.0,259.0,32.0,248.0,0.10000000149011612,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-03-26,h19v04,562.0,259.0,8.0,0.20000000298023224,0.9000000357627869,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-03-30,h19v04,562.0,259.0,8.0,0.20000000298023224,0.9000000357627869,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-04-03,h19v04,562.0,259.0,0.0,0.20000000298023224,1.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-04-07,h19v04,562.0,259.0,8.0,0.20000000298023224,1.100000023841858,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-04-11,h19v04,562.0,259.0,72.0,0.30000001192092896,1.7000000476837158,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-04-15,h19v04,562.0,259.0,0.0,0.20000000298023224,1.5,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-04-19,h19v04,562.0,259.0,0.0,1.0,3.5,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-04-23,h19v04,562.0,259.0,0.0,1.5,4.400000095367432,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-04-27,h19v04,562.0,259.0,8.0,1.100000023841858,5.0,50.0,0b00110010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-05-01,h19v04,562.0,259.0,8.0,1.100000023841858,5.099999904632568,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-05-05,h19v04,562.0,259.0,8.0,1.100000023841858,5.200000286102295,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-05-09,h19v04,562.0,259.0,0.0,1.2000000476837158,4.900000095367432,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-05-13,h19v04,562.0,259.0,0.0,1.0,5.5,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-05-17,h19v04,562.0,259.0,0.0,1.3000000715255737,4.800000190734863,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-05-21,h19v04,562.0,259.0,8.0,0.800000011920929,5.700000286102295,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-05-25,h19v04,562.0,259.0,8.0,0.9000000357627869,5.400000095367432,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-05-29,h19v04,562.0,259.0,0.0,0.699999988079071,5.800000190734863,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-06-02,h19v04,562.0,259.0,48.0,248.0,1.5,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-06-06,h19v04,562.0,259.0,32.0,1.399999976158142,4.700000286102295,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-06-10,h19v04,562.0,259.0,8.0,0.6000000238418579,6.099999904632568,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-06-14,h19v04,562.0,259.0,8.0,248.0,5.800000190734863,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-06-18,h19v04,562.0,259.0,8.0,1.3000000715255737,4.700000286102295,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-06-22,h19v04,562.0,259.0,72.0,0.6000000238418579,2.700000047683716,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-06-26,h19v04,562.0,259.0,8.0,248.0,4.800000190734863,99.0,0b01100011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-06-30,h19v04,562.0,259.0,8.0,0.6000000238418579,6.0,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-07-04,h19v04,562.0,259.0,32.0,248.0,0.699999988079071,115.0,0b01110011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-07-08,h19v04,562.0,259.0,32.0,248.0,0.4000000059604645,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-07-12,h19v04,562.0,259.0,0.0,0.699999988079071,5.900000095367432,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-07-16,h19v04,562.0,259.0,0.0,1.100000023841858,5.200000286102295,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-07-20,h19v04,562.0,259.0,0.0,1.2000000476837158,5.0,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-07-24,h19v04,562.0,259.0,0.0,1.3000000715255737,4.700000286102295,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-07-28,h19v04,562.0,259.0,0.0,1.3000000715255737,4.700000286102295,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-08-01,h19v04,562.0,259.0,0.0,1.2000000476837158,4.900000095367432,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-08-05,h19v04,562.0,259.0,0.0,1.100000023841858,5.200000286102295,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-08-09,h19v04,562.0,259.0,8.0,0.4000000059604645,1.7000000476837158,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-08-13,h19v04,562.0,259.0,0.0,1.100000023841858,5.099999904632568,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-08-17,h19v04,562.0,259.0,8.0,1.100000023841858,5.200000286102295,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-08-21,h19v04,562.0,259.0,72.0,1.399999976158142,4.700000286102295,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-08-25,h19v04,562.0,259.0,0.0,0.699999988079071,5.800000190734863,34.0,0b00100010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-08-29,h19v04,562.0,259.0,8.0,0.4000000059604645,2.4000000953674316,2.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
47.656329,16.45397,2007-09-02,h19v04,562.0,259.0,8.0,0.4000000059604645,6.400000095367432,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
47.656329,16.45397,2007-09-06,h19v04,562.0,259.0,32.0,248.0,0.0,107.0,0b01101011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-09-10,h19v04,562.0,259.0,8.0,248.0,5.0,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
47.656329,16.45397,2007-09-14,h19v04,562.0,259.0,0.0,1.5,4.5,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
